OutputID,row_1_X_1,row_1_Y_1,row_1_X_2,row_1_Y_2,row_1_X_3,row_1_Y_3,row_1_X_4,row_1_Y_4,row_2_X_1,row_2_Y_1,row_2_X_2,row_2_Y_2,row_2_X_3,row_2_Y_3,row_2_X_4,row_2_Y_4,row_3_X_1,row_3_Y_1,row_3_X_2,row_3_Y_2,row_3_X_3,row_3_Y_3,row_3_X_4,row_3_Y_4,row_4_X_1,row_4_Y_1,row_4_X_2,row_4_Y_2,row_4_X_3,row_4_Y_3,row_4_X_4,row_4_Y_4,row_5_X_1,row_5_Y_1,row_5_X_2,row_5_Y_2,row_5_X_3,row_5_Y_3,row_5_X_4,row_5_Y_4,row_6_X_1,row_6_Y_1,row_6_X_2,row_6_Y_2,row_6_X_3,row_6_Y_3,row_6_X_4,row_6_Y_4,row_7_X_1,row_7_Y_1,row_7_X_2,row_7_Y_2,row_7_X_3,row_7_Y_3,row_7_X_4,row_7_Y_4,row_8_X_1,row_8_Y_1,row_8_X_2,row_8_Y_2,row_8_X_3,row_8_Y_3,row_8_X_4,row_8_Y_4,row_9_X_1,row_9_Y_1,row_9_X_2,row_9_Y_2,row_9_X_3,row_9_Y_3,row_9_X_4,row_9_Y_4,row_10_X_1,row_10_Y_1,row_10_X_2,row_10_Y_2,row_10_X_3,row_10_Y_3,row_10_X_4,row_10_Y_4,row_11_X_1,row_11_Y_1,row_11_X_2,row_11_Y_2,row_11_X_3,row_11_Y_3,row_11_X_4,row_11_Y_4,Type_0,Type_1,Type_2,Type_3,Type_4,Type_5,ImageLocation,MaskLocation
Image238_2TPP_4R_MT.JPG,107,1745,2492,1747,2500,1578,108,1595,106,1586,2497,1567,2499,1393,102,1412,103,1404,2498,1385,2503,1213,100,1216,98,1203,2501,1207,2506,1025,87,1030,92,940,2516,940,2516,762,98,773,98,760,2511,749,2513,579,103,591,103,578,2512,570,2510,393,103,395,104,384,2510,387,2511,208,112,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage238_2TPP_4R_MT.JPG?alt=media&token=358ae85f-cea7-4e1c-9557-8710d919c926,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/c0531fbb7d3c06254d33d959/cjhiyd42hfqcp0756rwr57da4_Type0_straight_tray_mask.png""}"
Image399_1TPP_5R_MT_FE.JPG,108,508,924,510,924,450,108,448,109,445,925,448,925,392,107,387,108,385,925,389,925,333,108,330,108,327,925,331,926,274,108,272,108,270,925,272,925,212,109,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage399_1TPP_5R_MT_FE.JPG?alt=media&token=dbc7beb1-71ff-43c3-9a3a-1d37ebf34d1b,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/70a33cf3d46fb7a6c4e80d7d/cjhk1plkulos70756klc21ft0_Type0_straight_tray_mask.png""}"
Image400_1TPP_5R_MT_FE.JPG,108,514,925,514,926,454,108,454,108,452,926,452,927,397,107,394,108,392,927,395,927,338,108,338,108,336,927,336,927,280,108,279,108,277,927,278,926,216,109,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage400_1TPP_5R_MT_FE.JPG?alt=media&token=8923a6ce-26b0-4454-84f6-dcc4982d7e78,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/78e9ca06f5e880088d134230/cjhk1r2ekekm00702wo0n99q9_Type0_straight_tray_mask.png""}"
Image403_1TPP_5R_MT_FE.JPG,109,492,918,490,919,432,108,433,108,431,919,429,921,375,106,374,107,372,920,373,921,317,106,315,106,314,922,315,922,260,106,258,106,255,922,258,922,196,107,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage403_1TPP_5R_MT_FE.JPG?alt=media&token=bc0ac5b1-149a-4460-8b40-edac2b7d1168,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/a7d1c56af53c5e519e93a1eb/cjhjnxwwodsrl07027jiot6gl_Type0_straight_tray_mask.png""}"
Image408_1TPP_5R_MT_FE.JPG,110,768,1212,727,1210,644,108,687,106,675,1208,632,1202,544,102,587,101,571,1204,530,1204,442,100,484,98,467,1202,428,1201,339,95,382,96,367,1200,326,1196,249,92,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage408_1TPP_5R_MT_FE.JPG?alt=media&token=31287a9f-0236-4ba8-a923-8c139d5411b5,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/b37b63ad7bfc8cd9ac924865/cjhjrd8d4dyqd0702btzq8mvv_Type0_straight_tray_mask.png""}"
Image406_1TPP_5R_MT_FE.JPG,112,509,926,506,926,444,110,448,110,447,927,442,928,387,109,391,109,389,927,386,927,330,108,332,108,331,927,329,927,270,108,275,108,273,926,269,926,209,107,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage406_1TPP_5R_MT_FE.JPG?alt=media&token=afb0121c-630a-4771-8648-db95f5e0a963,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/a68d9f58c4c80c9ecf56a6a2/cjhjomynvdtm20702gc3xbi61_Type0_straight_tray_mask.png""}"
Image402_1TPP_5R_MT_FE.JPG,113,504,929,497,929,440,112,443,112,441,929,438,930,382,110,384,111,382,930,380,930,324,110,326,111,324,930,322,929,264,111,268,111,264,930,262,930,201,111,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage402_1TPP_5R_MT_FE.JPG?alt=media&token=0049da69-c37b-46fd-ac73-e0cca1bcfab9,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/5e6a42122d373f3c23a8edae/cjhjnk40pklkr0756x3be77z1_Type0_straight_tray_mask.png""}"
Image308_1TPP_3R_PL1_NG.jpg,115,2641,5402,2607,5394,2053,111,2110,111,1974,5397,1918,5389,1381,99,1438,96,1300,5402,1250,5410,696,78,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage308_1TPP_3R_PL1_NG.jpg?alt=media&token=bcacbe23-fc4b-48ea-a706-e476d6a4321a,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/84b6ee3bea5d911e5630bdc9/cjhjo89u1kmxm0756advogz8d_Type0_straight_tray_mask.png""}"
Image398_1TPP_5R_MT_FE.JPG,115,505,928,506,928,449,116,451,116,443,929,446,929,388,115,384,115,383,929,387,930,333,115,327,115,325,930,331,930,274,116,268,116,265,929,272,931,212,116,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage398_1TPP_5R_MT_FE.JPG?alt=media&token=e930f640-9791-4e1b-b5b2-95ba497d9692,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/9247e53d063e929966a91562/cjhk1ko2klo840756gr85w6jt_Type0_straight_tray_mask.png""}"
Image225_1TPP_4R_MT.jpg,122,769,1522,729,1520,626,115,663,115,659,1520,622,1520,519,110,557,108,551,1519,513,1515,407,106,441,106,436,1517,406,1516,304,105,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage225_1TPP_4R_MT.jpg?alt=media&token=b9863dde-524b-435c-bb95-2c1b0c8d8698,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/c6a0e100b7750135a95d7486/cjhisk74oawy30702aphuqd1v_Type0_straight_tray_mask.png"",""Type1_bent_tray"":""https://imagemasks.s3.amazonaws.com/c6a0e100b7750135a95d7486/cjhisk74oawy30702aphuqd1v_Type1_bent_tray_mask.png""}"
Image305_1TPP_3R_PL1_NG.jpg,117,2653,5407,2591,5398,2049,122,2117,118,1975,5400,1912,5402,1380,106,1456,107,1310,5401,1239,5407,693,73,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage305_1TPP_3R_PL1_NG.jpg?alt=media&token=130754a0-755a-40df-96b7-0b4971514390,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/58d77301b5019359f6a6a6a8/cjhjndrb2kkhy0756hluekut4_Type0_straight_tray_mask.png""}"
Image301_1TPP_3R_PL1_NG.jpg,124,2628,5394,2566,5387,2027,120,2077,119,1951,5387,1886,5391,1358,105,1419,99,1281,5394,1213,5402,670,84,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage301_1TPP_3R_PL1_NG.jpg?alt=media&token=d148cbde-c7bc-43a8-a230-a1fa899aa963,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/d659ef67b0a43abbfc00ac39/cjhjml62idpze07023ee4uu1e_Type0_straight_tray_mask.png""}"
Image303_1TPP_3R_PL1_NG.jpg,119,2626,5401,2559,5394,2036,112,2089,112,1951,5384,1879,5381,1348,103,1420,96,1283,5377,1208,5394,672,77,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage303_1TPP_3R_PL1_NG.jpg?alt=media&token=2c6d0f88-5812-46c8-b134-db79934d701c,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/a9f0669cb322e3a269846eb5/cjhjmxq20kis60756q6z4x6oh_Type0_straight_tray_mask.png""}"
Image321_1TPP_3R_PL1_NG.jpg,126,2636,5414,2569,5405,2035,125,2091,120,1954,5397,1896,5399,1360,107,1425,105,1290,5407,1218,5416,671,85,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage321_1TPP_3R_PL1_NG.jpg?alt=media&token=1a6c1b90-9a49-47ba-b408-e71f37d5f1bb,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/9a57ffdecc81af592ddc6859/cjhjt41w3kwxn0756gvq9ufhv_Type0_straight_tray_mask.png""}"
Image304_1TPP_3R_PL1_NG.jpg,127,2634,5422,2558,5404,2027,125,2105,122,1958,5393,1884,5399,1352,113,1434,106,1293,5395,1208,5408,668,77,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage304_1TPP_3R_PL1_NG.jpg?alt=media&token=0d329091-1e7c-46d5-a3b7-21867719d9b3,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/bd76da6f9fec79ef2af553ec/cjhjn4l9skjcn07565o26y6uc_Type0_straight_tray_mask.png""}"
Image302_1TPP_3R_PL1_NG.jpg,127,2637,5406,2569,5399,2029,121,2100,121,1960,5404,1888,5396,1368,105,1452,108,1294,5400,1207,5392,660,86,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage302_1TPP_3R_PL1_NG.jpg?alt=media&token=4152447d-0c21-4488-9e83-a3a40fd66d1c,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/6ec9bcd3e720ec86eb35f843/cjhjmrfiodqqh0702avqe4fwz_Type0_straight_tray_mask.png""}"
Image320_1TPP_3R_PL1_NG.jpg,128,2627,5409,2568,5394,2037,123,2095,117,1952,5395,1890,5393,1359,109,1429,103,1285,5395,1218,5407,675,77,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhflh2qu0qwk0756dyr2j16z%2F100a2cba-ae19-470f-9474-2f20d34560f1%2FImage320_1TPP_3R_PL1_NG.jpg?alt=media&token=a96e03b3-01f5-4037-9207-56e44319596f,"{""Type0_straight_tray"":""https://imagemasks.s3.amazonaws.com/afe3eb26883eacb48f108bf5/cjhjswt2ve0ps070258e4q24h_Type0_straight_tray_mask.png""}"
